Origin,Destination,Flight Number,Departure(LT),Arrival(LT),Flight Type,Via,Days of Operation
Delhi (DEL),Udaipur (UDR),SW 2101,13:10,14:30,Direct,,Mon Tue Wed Thu Sun
Indore (IDR),Udaipur (UDR),SW 7424,13:10,14:10,Direct,,Mon Wed Fri Sun
Delhi (DEL),Ahmedabad (AMD),SW 2338,13:15,15:05,Direct,,Daily
Kolkata (CCU),Bengaluru (BLR),SW 0455,13:15,16:00,Direct,,Daily
Chennai (MAA),Shirdi (SAG),SW 6797,13:15,15:10,Direct,,Daily
Delhi (DEL),Prayagraj (IXD),SW 2612,13:15,14:40,Direct,,Daily
Goa (GOI),Ahmedabad (AMD),SW 0381,13:15,15:10,Direct,,Mon Tue Thu Fri Sat Sun
Hyderabad (HYD),Bengaluru (BLR),SW 0180,13:15,14:35,Direct,,Mon Wed Thu Fri Sun
Bengaluru (BLR),Ahmedabad (AMD),SW 6595,13:20,15:35,Direct,,Daily
Mumbai (BOM),Kozhikode (CCJ),SW 6207,13:20,15:10,Direct,,Daily
Deoghar (DGH),Delhi (DEL),SW 2192,13:20,15:25,Direct,,Daily
Pantnagar (PGH),Delhi (DEL),SW 7157,13:20,14:15,Direct,,Daily
Hyderabad (HYD),Visakhapatnam (VTZ),SW 0409,13:20,14:30,Direct,,Daily
Aurangabad (IXU),Ahmedabad (AMD),SW 7261,13:20,15:10,Direct,,Daily
Aurangabad (IXU),Jaipur (JAI),SW 7261,13:20,17:10,Via,AMD,Daily
Bengaluru (BLR),Kolkata (CCU),SW 0172,13:20,15:50,Direct,,Mon Thu Fri Sat Sun
Ahmedabad (AMD),Hyderabad (HYD),SW 0383,13:20,14:55,Direct,,Mon Tue Fri Sat Sun
Prayagraj (IXD),Bengaluru (BLR),SW 6036,13:20,15:50,Direct,,Mon Wed Fri Sun
Kanpur (KNU),Hyderabad (HYD),SW 6292,13:20,15:15,Direct,,Mon Wed Fri Sun
Aizawl (AJL),Delhi (DEL),SW 5364,13:20,16:15,Direct,,Wed Fri Sun
Jaipur (JAI),Ahmedabad (AMD),SW 7031,13:25,15:15,Direct,,Daily
Raipur (RPR),Prayagraj (IXD),SW 7302,13:25,15:00,Direct,,Daily
Bengaluru (BLR),Goa (GOI),SW 6653,13:25,14:40,Direct,,Daily
Mumbai (BOM),Jodhpur (JDH),SW 5256,13:25,15:05,Direct,,Daily
Kochi (COK),Kannur (CNN),SW 7256,13:25,14:20,Direct,,Daily
Srinagar (SXR),Delhi (DEL),SW 2137,13:25,15:00,Direct,,Daily
Delhi (DEL),Lucknow (LKO),SW 2172,13:25,14:35,Direct,,Daily
Hyderabad (HYD),Dubai (DXB),SW 1483,13:25,16:15,Direct,,Daily
Mysuru (MYQ),Hyderabad (HYD),SW 7141,13:25,15:10,Direct,,Daily
Jammu (IXJ),Delhi (DEL),SW 2356,13:25,14:45,Direct,,Daily
Mumbai (BOM),Jammu (IXJ),SW 0559,13:25,16:00,Direct,,Mon Tue Thu Fri Sat Sun
Mumbai (BOM),Srinagar (SXR),SW 0559,13:25,17:15,Via,IXJ,Every Mon Tue Thu Fri Sat Sun
Bengaluru (BLR),Kochi (COK),SW 0703,13:25,14:30,Direct,,Mon Wed Thu Fri Sat Sun
Tuticorin (TCR),Chennai (MAA),SW 7606,13:25,15:00,Direct,,Mon Wed Thu Fri Sat Sun
Bhubaneshwar (BBI),Hyderabad (HYD),SW 6912,13:30,15:10,Direct,,Daily
Kolkata (CCU),Mumbai (BOM),SW 5227,13:30,16:35,Direct,,Daily
Prayagraj (IXD),Mumbai (BOM),SW 6938,13:30,15:50,Direct,,Daily
Phuket (HKT),Delhi (DEL),SW 1074,13:30,16:55,Direct,,Daily
Leh (IXL),Delhi (DEL),SW 6003,13:30,14:55,Direct,,Daily
Hyderabad (HYD),Srinagar (SXR),SW 6253,13:30,16:25,Direct,,Daily
Jodhpur (JDH),Indore (IDR),SW 7358,13:30,15:00,Direct,,Daily
Patna (PAT),Pune (PNQ),SW 0126,13:30,16:00,Direct,,Daily
Ranchi (IXR),Patna (PAT),SW 0925,13:30,14:30,Direct,,Mon Tue Thu Fri Sat Sun
Ranchi (IXR),Lucknow (LKO),SW 0925,13:30,16:15,Via,PAT,Every Mon Tue Thu Fri Sat Sun
Kochi (COK),Mumbai (BOM),SW 5102,13:30,15:35,Direct,,Mon Tue Wed Thu Sun
Kolkata (CCU),Aizawl (AJL),SW 0994,13:35,14:40,Direct,,Daily
Hyderabad (HYD),Ahmedabad (AMD),SW 6593,13:35,15:30,Direct,,Daily
Lucknow (LKO),Ahmedabad (AMD),SW 0279,13:35,15:55,Direct,,Daily
Thiruvananthapuram (TRV),Bengaluru (BLR),SW 6147,13:35,14:45,Direct,,Daily
Mumbai (BOM),Kolkata (CCU),SW 5395,13:35,16:05,Direct,,Daily
Bagdogra (IXB),Chennai (MAA),SW 0323,13:35,16:15,Direct,,Daily
Chennai (MAA),Raipur (RPR),SW 6137,13:35,15:20,Direct,,Daily
Delhi (DEL),Ayodhya (AYJ),SW 2701,13:40,15:10,Direct,,Daily
Delhi (DEL),Kathmandu (KTM),SW 1155,13:40,15:40,Direct,,Daily
Hubli (HBX),Hyderabad (HYD),SW 7416,13:40,14:55,Direct,,Daily
Hyderabad (HYD),Chennai (MAA),SW 0514,13:40,15:05,Direct,,Daily
Tirupati (TIR),Hyderabad (HYD),SW 6606,13:40,14:45,Direct,,Daily
Madurai (IXM),Chennai (MAA),SW 7125,13:40,15:00,Direct,,Daily
Kolkata (CCU),Shillong (SHL),SW 7313,13:40,15:25,Direct,,Tue Thu Sat Sun
Lucknow (LKO),Mumbai (BOM),SW 5241,13:45,16:10,Direct,,Daily
Kolkata (CCU),Patna (PAT),SW 6917,13:45,14:55,Direct,,Daily
Hyderabad (HYD),Delhi (DEL),SW 6043,13:45,16:05,Direct,,Daily
Imphal (IMF),Delhi (DEL),SW 2417,13:45,17:05,Direct,,Daily
Visakhapatnam (VTZ),Hyderabad (HYD),SW 0779,13:45,15:00,Direct,,Daily
Jaipur (JAI),Chandigarh (IXC),SW 7516,13:45,15:15,Direct,,Mon Tue Thu Fri Sun
Hyderabad (HYD),Tirupati (TIR),SW 7564,13:45,15:10,Direct,,Mon Tue Wed Thu Sat Sun
Mumbai (BOM),Madurai (IXM),SW 2528,13:50,16:00,Direct,,Daily
Silchar (IXS),Kolkata (CCU),SW 2516,13:50,15:10,Direct,,Daily
Colombo (CMB),Chennai (MAA),SW 1176,13:50,15:10,Direct,,Daily
Khajuraho (HJR),Delhi (DEL),SW 2083,13:50,15:00,Direct,,Daily
Delhi (DEL),Shirdi (SAG),SW 6248,13:50,15:50,Direct,,Daily
Chennai (MAA),Madurai (IXM),SW 7515,13:50,15:15,Direct,,Daily
Kannur (CNN),Mumbai (BOM),SW 0596,13:50,15:50,Direct,,Mon Wed Fri Sun
Dammam (DMM),Kozhikode (CCJ),SW 0088,13:50,20:40,Direct,,Mon Wed Fri Sun
Kochi (COK),Kozhikode (CCJ),SW 7006,13:50,14:35,Direct,,Mon Wed Thu Fri Sat Sun
Kochi (COK),Bengaluru (BLR),SW 7006,13:50,16:10,Via,CCJ,Every Mon Wed Thu Fri Sat Sun
Patna (PAT),Chandigarh (IXC),SW 6485,13:55,15:50,Direct,,Daily
Bengaluru (BLR),Mumbai (BOM),SW 5218,13:55,16:05,Direct,,Daily
Colombo (CMB),Bengaluru (BLR),SW 1168,13:55,15:20,Direct,,Daily
Bengaluru (BLR),Dehradun (DED),SW 0852,13:55,17:05,Direct,,Daily
Mumbai (BOM),Chennai (MAA),SW 5337,13:55,16:00,Direct,,Daily
Delhi (DEL),Varanasi (VNS),SW 2004,13:55,15:30,Direct,,Daily
Chennai (MAA),Jaffna (JAF),SW 1177,13:55,15:10,Direct,,Daily
Hyderabad (HYD),Kochi (COK),SW 6682,13:55,15:30,Direct,,Mon Wed Thu Fri Sat Sun
Hyderabad (HYD),Rajahmundry (RJA),SW 7311,13:55,15:10,Direct,,Mon Wed Thu Fri Sat Sun
Amritsar (ATQ),Delhi (DEL),SW 2094,14:00,15:05,Direct,,Daily
Bengaluru (BLR),Delhi (DEL),SW 5306,14:00,16:45,Direct,,Daily
Delhi (DEL),Mumbai (BOM),SW 6676,14:00,16:20,Direct,,Daily
Mumbai (BOM),Ranchi (IXR),SW 2348,14:00,16:15,Direct,,Daily
Deoghar (DGH),Kolkata (CCU),SW 7946,14:00,15:00,Direct,,Daily
Delhi (DEL),Hyderabad (HYD),SW 5198,14:00,16:20,Direct,,Daily
Hyderabad (HYD),Pune (PNQ),SW 0311,14:00,14:55,Direct,,Mon Tue Wed Thu Fri Sun
Varanasi (VNS),Mumbai (BOM),SW 6544,14:00,16:20,Direct,,Mon Wed Fri Sun
Bengaluru (BLR),Coimbatore (CJB),SW 7407,14:05,15:15,Direct,,Daily
Hyderabad (HYD),Mumbai (BOM),SW 5099,14:05,15:45,Direct,,Daily
Male (MLE),Mumbai (BOM),SW 1132,14:05,17:35,Direct,,Daily
Kolkata (CCU),Dibrugarh (DIB),SW 6103,14:05,15:35,Direct,,Daily
Kolkata (CCU),Chandigarh (IXC),SW 0874,14:05,16:40,Direct,,Daily
Kolkata (CCU),Srinagar (SXR),SW 0874,14:05,18:20,Via,IXC,Daily
Kathmandu (KTM),Delhi (DEL),SW 1154,14:05,15:50,Direct,,Daily
Kolkata (CCU),Jaipur (JAI),SW 0394,14:05,16:40,Direct,,Daily
Ahmedabad (AMD),Raipur (RPR),SW 0261,14:05,15:45,Direct,,Mon Tue Thu Fri Sat Sun
Gorakhpur (GOP),Hyderabad (HYD),SW 6319,14:05,16:05,Direct,,Mon Tue Wed Thu Fri Sun
Goa (GOI),Nagpur (NAG),SW 7467,14:05,18:05,Via,ISK,Every Mon Wed Fri Sun
Goa (GOI),Lucknow (LKO),SW 7467,14:05,20:20,Via,ISK/NAG,Every Mon Wed Fri Sun
Durgapur (RDP),Bengaluru (BLR),SW 6992,14:10,16:55,Direct,,Daily
Dhaka (DAC),Mumbai (BOM),SW 1116,14:10,17:10,Direct,,Daily
Coimbatore (CJB),Chennai (MAA),SW 6011,14:10,15:10,Direct,,Daily
Coimbatore (CJB),Guwahati (GAU),SW 6011,14:10,18:25,Via,MAA,Daily
Vijayawada (VGA),Delhi (DEL),SW 2264,14:10,16:25,Direct,,Daily
Surat (STV),Diu Airport(DIU),SW 7968,14:10,15:05,Direct,,Daily
Lucknow (LKO),Chandigarh (IXC),SW 6552,14:10,15:30,Direct,,Daily
Gondia Airport(GDB),Hyderabad (HYD),SW 7697,14:10,16:00,Direct,,Daily
Ahmedabad (AMD),Delhi (DEL),SW 2287,14:10,15:50,Direct,,Mon Tue Thu Fri Sat Sun
Ahmedabad (AMD),Pune (PNQ),SW 0522,14:10,15:15,Direct,,Mon Tue Thu Fri Sun
Hong Kong(HKG),Delhi (DEL),SW 1708,14:10,18:20,Direct,,Mon Wed Fri Sat Sun
Durgapur (RDP),Bagdogra (IXB),SW 7504,14:10,15:20,Direct,,Mon Wed Fri Sun
Mumbai (BOM),Bhubaneshwar (BBI),SW 5197,14:15,16:30,Direct,,Daily
Mumbai (BOM),Bengaluru (BLR),SW 5382,14:15,16:05,Direct,,Daily
Delhi (DEL),Bengaluru (BLR),SW 0176,14:15,17:00,Direct,,Daily
Shivamogga (RQY),Bengaluru (BLR),SW 7732,14:15,15:15,Direct,,Daily
Kolkata (CCU),Delhi (DEL),SW 2759,14:15,16:45,Direct,,Daily
Kolkata (CCU),Raipur (RPR),SW 0417,14:15,15:45,Direct,,Daily
Silchar (IXS),Guwahati (GAU),SW 0265,14:15,15:10,Direct,,Daily
Silchar (IXS),Delhi (DEL),SW 0265,14:15,19:20,Via,GAU,Daily
Goa (GOI),Delhi (DEL),SW 6193,14:15,16:45,Direct,,Daily
Delhi (DEL),Gorakhpur (GOP),SW 2087,14:15,15:45,Direct,,Daily
Raipur (RPR),Delhi (DEL),SW 2205,14:15,16:10,Direct,,Daily
Chennai (MAA),Salem (SXV),SW 7678,14:15,15:25,Direct,,Daily
Chennai (MAA),Tuticorin (TCR),SW 7179,14:15,15:55,Direct,,Daily
Tiruchirappalli (TRZ),Chennai (MAA),SW 7268,14:15,15:20,Direct,,Daily
Mumbai (BOM),Goa (GOI),SW 6228,14:15,15:25,Direct,,Mon Tue Wed Thu Sat Sun
Hyderabad (HYD),Agartala (IXA),SW 6925,14:15,16:35,Direct,,Mon Wed Fri Sun
Mumbai (BOM),Ayodhya (AYJ),SW 5116,14:20,16:30,Direct,,Daily
Hyderabad (HYD),Kolkata (CCU),SW 6907,14:20,16:20,Direct,,Daily
Jaipur (JAI),Surat (STV),SW 0715,14:20,16:00,Direct,,Daily
Dibrugarh (DIB),Delhi (DEL),SW 6604,14:20,17:45,Direct,,Daily
Delhi (DEL),Chennai (MAA),SW 2217,14:20,17:10,Direct,,Daily
Delhi (DEL),Patna (PAT),SW 2425,14:20,16:00,Direct,,Daily
Varanasi (VNS),Hyderabad (HYD),SW 6227,14:20,16:20,Direct,,Daily
Chennai (MAA),Singapore (SIN),SW 1003,14:20,21:10,Direct,,Daily
Singapore (SIN),Chennai (MAA),SW 1026,14:20,16:10,Direct,,Daily
Delhi (DEL),Durgapur (RDP),SW 2152,14:20,16:15,Direct,,Mon Tue Thu Fri Sat Sun
Raipur (RPR),Lucknow (LKO),SW 6522,14:25,15:45,Direct,,Daily
Hyderabad (HYD),Vadodara (BDQ),SW 2178,14:25,16:10,Direct,,Daily
Bengaluru (BLR),Kolhapur (KLH),SW 7445,14:25,16:20,Direct,,Daily
Kolkata (CCU),Imphal (IMF),SW 0275,14:25,15:40,Direct,,Daily
Chennai (MAA),Coimbatore (CJB),SW 0804,14:25,15:30,Direct,,Daily
Delhi (DEL),Dehradun (DED),SW 2135,14:25,15:20,Direct,,Daily
Goa (GOI),Hyderabad (HYD),SW 0712,14:25,15:40,Direct,,Daily
Jaipur (JAI),Chennai (MAA),SW 0694,14:25,16:50,Direct,,Daily
Lucknow (LKO),Prayagraj (IXD),SW 7935,14:25,15:15,Direct,,Mon Wed Fri Sun
Hyderabad (HYD),Lucknow (LKO),SW 0487,14:25,16:10,Direct,,Thu Sun
Aizawl (AJL),Guwahati (GAU),SW 0316,14:30,15:25,Direct,,Daily
Aizawl (AJL),Bengaluru (BLR),SW 0316,14:30,20:10,Via,GAU,Daily
Gwalior (GWL),Mumbai (BOM),SW 2085,14:30,16:30,Direct,,Daily
Patna (PAT),Chennai (MAA),SW 0597,14:30,16:55,Direct,,Daily
Patna (PAT),Kochi (COK),SW 0597,14:30,18:50,Via,MAA,Daily
Delhi (DEL),Bagdogra (IXB),SW 5204,14:30,16:20,Direct,,Daily
Dibrugarh (DIB),Guwahati (GAU),SW 0187,14:30,15:40,Direct,,Daily
Dibrugarh (DIB),Hyderabad (HYD),SW 0187,14:30,19:50,Via,GAU,Daily
Chandigarh (IXC),Goa (GOI),SW 0614,14:30,17:20,Direct,,Daily
Jodhpur (JDH),Pune (PNQ),SW 0414,14:30,16:10,Direct,,Mon Tue Wed Thu Fri Sun
Hyderabad (HYD),Indore (IDR),SW 6915,14:30,16:00,Direct,,Mon Tue Wed Thu Sun
Chennai (MAA),Kadapa (CDP),SW 7282,14:30,15:30,Direct,,Mon Wed Fri Sun
Udaipur (UDR),Indore (IDR),SW 7438,14:30,15:35,Direct,,Mon Wed Fri Sun
Bhubaneshwar (BBI),Bengaluru (BLR),SW 6536,14:35,16:45,Direct,,Daily
Visakhapatnam (VTZ),Bengaluru (BLR),SW 5309,14:35,16:20,Direct,,Daily
Doha (DOH),Mumbai (BOM),SW 1304,14:35,20:30,Direct,,Daily
Chennai (MAA),Delhi (DEL),SW 0698,14:35,17:30,Direct,,Daily
Delhi (DEL),Srinagar (SXR),SW 5106,14:35,16:00,Direct,,Daily
Imphal (IMF),Agartala (IXA),SW 0525,14:35,15:25,Direct,,Mon Wed Fri Sun
Imphal (IMF),Bengaluru (BLR),SW 0525,14:35,19:10,Via,IXA,Every Mon Wed Fri Sun
Indore (IDR),Bengaluru (BLR),SW 6738,14:35,16:30,Direct,,Tue Thu Sun
Pune (PNQ),Hirasar Airport(HSR),SW 0135,14:35,15:45,Direct,,Tue Thu Sun
Kannur (CNN),Bengaluru (BLR),SW 7447,14:40,15:50,Direct,,Daily
Lucknow (LKO),Dehradun (DED),SW 0515,14:40,15:55,Direct,,Daily
Kanpur (KNU),Delhi (DEL),SW 5080,14:40,15:55,Direct,,Daily
Hollongi (HGI),Kolkata (CCU),SW 5312,14:40,16:35,Direct,,Mon Tue Wed Thu Fri Sun
Agartala (IXA),Guwahati (GAU),SW 0119,14:40,15:30,Direct,,Mon Tue Wed Thu Sun
Agartala (IXA),Chennai (MAA),SW 0119,14:40,19:45,Via,GAU,Every Mon Tue Wed Thu Sun
Shirdi (SAG),Indore (IDR),SW 7422,14:40,15:55,Direct,,Mon Wed Fri Sun
Shirdi (SAG),Lucknow (LKO),SW 7422,14:40,18:15,Via,IDR,Every Mon Wed Fri Sun
Hyderabad (HYD),Shirdi (SAG),SW 6062,14:40,16:00,Direct,,Mon Wed Thu Fri Sat Sun
Bagdogra (IXB),Kolkata (CCU),SW 0292,14:45,16:00,Direct,,Daily
Bagdogra (IXB),Ahmedabad (AMD),SW 0292,14:45,19:40,Via,CCU,Daily
Imphal (IMF),Guwahati (GAU),SW 6342,14:45,15:40,Direct,,Daily
Imphal (IMF),Mumbai (BOM),SW 6342,14:45,20:45,Via,GAU,Daily
Mumbai (BOM),Hyderabad (HYD),SW 5386,14:45,16:10,Direct,,Daily
Kolkata (CCU),Gorakhpur (GOP),SW 7174,14:45,16:45,Direct,,Daily
Jorhat (JRH),Kolkata (CCU),SW 6153,14:45,16:30,Direct,,Daily
Delhi (DEL),GAYA (GAY),SW 2414,14:45,16:20,Direct,,Daily
Delhi (DEL),Pantnagar (PGH),SW 7156,14:45,15:45,Direct,,Daily
Goa (GOI),Indore (IDR),SW 0813,14:45,16:30,Direct,,Daily
Goa (GOI),Raipur (RPR),SW 0813,14:45,18:15,Via,IDR,Daily
Vijayawada (VGA),Tirupati (TIR),SW 7439,14:45,16:00,Direct,,Daily
Visakhapatnam (VTZ),Tirupati (TIR),SW 7063,14:45,16:25,Direct,,Daily
Ahmedabad (AMD),Varanasi (VNS),SW 6805,14:45,16:30,Direct,,Mon Tue Thu Fri Sat Sun
Hyderabad (HYD),Visakhapatnam (VTZ),SW 0626,14:45,15:55,Direct,,Mon Tue Wed Thu Fri Sun
Srinagar (SXR),Amritsar (ATQ),SW 0478,14:45,15:45,Direct,,Mon Wed Sun
Srinagar (SXR),Bengaluru (BLR),SW 0478,14:45,19:20,Via,ATQ,Every Mon Wed Sun
Kochi (COK),Chennai (MAA),SW 0571,14:45,16:05,Direct,,Mon Wed Thu Fri Sat Sun
Bengaluru (BLR),Jeddah (JED),SW 0077,14:45,18:40,Direct,,Wed Fri Sat Sun
Darbhanga (DBR),Hyderabad (HYD),SW 6417,14:50,16:55,Direct,,Daily
Darbhanga (DBR),Bengaluru (BLR),SW 6417,14:50,19:20,Via,HYD,Daily
Chennai (MAA),Mumbai (BOM),SW 5371,14:50,16:50,Direct,,Daily
Ranchi (IXR),Delhi (DEL),SW 5220,14:50,16:55,Direct,,Daily
Pune (PNQ),Dehradun (DED),SW 0403,14:50,17:15,Direct,,Mon Tue Wed Thu Fri Sun
Bareilly (BEK),Mumbai (BOM),SW 5338,14:50,17:05,Direct,,Mon Wed Fri Sun
Bengaluru (BLR),Patna (PAT),SW 6277,14:50,17:20,Direct,,Mon Wed Thu Fri Sat Sun
Hyderabad (HYD),Jagdalpur (JGB),SW 7104,14:50,16:15,Direct,,Wed Sat Sun
Delhi (DEL),Guwahati (GAU),SW 2038,14:55,17:15,Direct,,Daily
Jaisalmer (JSA),Delhi (DEL),SW 2257,14:55,16:30,Direct,,Daily
Ahmedabad (AMD),Chennai (MAA),SW 6539,14:55,17:15,Direct,,Mon Tue Thu Fri Sat Sun
Srinagar (SXR),Jammu (IXJ),SW 2044,14:55,15:50,Direct,,Mon Tue Thu Fri Sat Sun
Srinagar (SXR),Delhi (DEL),SW 2044,14:55,17:50,Via,IXJ,Every Mon Tue Thu Fri Sat Sun
Hyderabad (HYD),Jodhpur (JDH),SW 0297,14:55,17:00,Direct,,Mon Tue Thu Fri Sat Sun
Durgapur (RDP),Hyderabad (HYD),SW 0598,14:55,16:55,Direct,,Mon Tue Wed Thu Fri Sun
Madurai (IXM),Hyderabad (HYD),SW 6782,14:55,16:30,Direct,,Mon Tue Wed Thu Sat Sun
Agra (AGR),Bengaluru (BLR),SW 0942,14:55,17:35,Direct,,Mon Wed Fri Sun
Kozhikode (CCJ),Bengaluru (BLR),SW 7006,14:55,16:10,Direct,,Mon Wed Thu Fri Sat Sun
Mumbai (BOM),Delhi (DEL),SW 2328,15:00,17:10,Direct,,Daily
Delhi (DEL),Mumbai (BOM),SW 6022,15:00,17:20,Direct,,Daily
Delhi (DEL),Kolkata (CCU),SW 2218,15:00,17:10,Direct,,Daily
Kolkata (CCU),Chennai (MAA),SW 0892,15:00,17:25,Direct,,Daily
Chennai (MAA),Kolkata (CCU),SW 0986,15:00,17:15,Direct,,Daily
Agartala (IXA),Delhi (DEL),SW 2183,15:00,17:55,Direct,,Daily
Colombo (CMB),Hyderabad (HYD),SW 1182,15:00,16:55,Direct,,Mon Tue Thu Fri Sat Sun
Kolkata (CCU),Hyderabad (HYD),SW 6908,15:00,17:15,Direct,,Mon Tue Wed Sun
Bengaluru (BLR),Jaipur (JAI),SW 0469,15:05,17:45,Direct,,Daily
Kathmandu (KTM),Mumbai (BOM),SW 1158,15:05,17:45,Direct,,Daily
Visakhapatnam (VTZ),Kolkata (CCU),SW 6038,15:05,16:40,Direct,,Daily
Goa (GOI),Delhi (DEL),SW 6449,15:05,17:40,Direct,,Daily
Lucknow (LKO),Delhi (DEL),SW 2077,15:05,16:15,Direct,,Daily
Patna (PAT),Lucknow (LKO),SW 0925,15:05,16:15,Direct,,Mon Tue Thu Fri Sat Sun
Udaipur (UDR),Delhi (DEL),SW 2102,15:05,16:25,Direct,,Mon Tue Wed Thu Sun
Bengaluru (BLR),Kolkata (CCU),SW 6572,15:10,17:40,Direct,,Daily
Kolkata (CCU),Bengaluru (BLR),SW 0958,15:10,17:50,Direct,,Daily
Goa (GOI),Bengaluru (BLR),SW 0633,15:10,16:25,Direct,,Daily
Mumbai (BOM),Gorakhpur (GOP),SW 0544,15:10,17:20,Direct,,Daily
Mumbai (BOM),Mangalore (IXE),SW 0165,15:10,16:40,Direct,,Daily
Visakhapatnam (VTZ),Mumbai (BOM),SW 5247,15:10,17:20,Direct,,Daily
Delhi (DEL),Chandigarh (IXC),SW 2196,15:10,16:10,Direct,,Daily
Prayagraj (IXD),Delhi (DEL),SW 2439,15:10,16:35,Direct,,Daily
Delhi (DEL),Udaipur (UDR),SW 2132,15:10,16:30,Direct,,Daily
Bengaluru (BLR),Hubli (HBX),SW 7162,15:10,16:35,Direct,,Mon Wed Fri Sun
Bengaluru (BLR),Mumbai (BOM),SW 5351,15:15,16:55,Direct,,Daily
Tuticorin (TCR),Bengaluru (BLR),SW 7736,15:15,16:50,Direct,,Daily
Mumbai (BOM),Kolkata (CCU),SW 5354,15:15,17:50,Direct,,Daily
Mumbai (BOM),Raipur (RPR),SW 5328,15:15,17:05,Direct,,Daily
Hyderabad (HYD),Delhi (DEL),SW 2767,15:15,17:40,Direct,,Daily
Bengaluru (BLR),Hyderabad (HYD),SW 0181,15:15,16:35,Direct,,Mon Wed Thu Fri Sat Sun
Aizawl (AJL),Kolkata (CCU),SW 6519,15:20,16:30,Direct,,Daily
Indore (IDR),Ahmedabad (AMD),SW 7726,15:20,16:35,Direct,,Daily
Bhubaneshwar (BBI),Kolkata (CCU),SW 7352,15:20,16:30,Direct,,Daily
Prayagraj (IXD),Raipur (RPR),SW 7371,15:20,16:55,Direct,,Daily
Prayagraj (IXD),Bhopal (BHO),SW 7371,15:20,18:45,Via,RPR,Daily
Bengaluru (BLR),Delhi (DEL),SW 2174,15:20,18:05,Direct,,Daily
Mumbai (BOM),Dubai (DXB),SW 1453,15:20,17:20,Direct,,Daily
Goa (GOI),Kolkata (CCU),SW 0162,15:20,18:10,Direct,,Daily
Shirdi (SAG),Bengaluru (BLR),SW 0356,15:20,16:50,Direct,,Daily
Shirdi (SAG),Chennai (MAA),SW 0356,15:20,18:30,Via,BLR,Daily
Surat (STV),Goa (GOI),SW 0419,15:20,16:40,Direct,,Mon Tue Wed Thu Fri Sun
Delhi (DEL),Srinagar (SXR),SW 5084,15:20,17:00,Direct,,Mon Wed Fri Sat Sun
Delhi (DEL),Hubli (HBX),SW 2647,15:20,18:00,Direct,,Mon Wed Fri Sun
Diu Airport(DIU),Ahmedabad (AMD),SW 7969,15:25,16:35,Direct,,Daily
Mumbai (BOM),Bengaluru (BLR),SW 5294,15:25,17:15,Direct,,Daily
Hirasar Airport(HSR),Bengaluru (BLR),SW 6508,15:25,17:20,Direct,,Daily
Bengaluru (BLR),Chandigarh (IXC),SW 0851,15:25,18:25,Direct,,Daily
Lucknow (LKO),Goa (GOI),SW 0399,15:25,17:55,Direct,,Daily
Aizawl (AJL),Delhi (DEL),SW 0158,15:30,18:40,Direct,,Daily
Mumbai (BOM),Ahmedabad (AMD),SW 5201,15:30,16:40,Direct,,Daily
Kolkata (CCU),Bhubaneshwar (BBI),SW 7583,15:30,16:55,Direct,,Daily
Delhi (DEL),Bengaluru (BLR),SW 6054,15:30,18:20,Direct,,Daily
Bengaluru (BLR),Goa (GOI),SW 6755,15:30,16:50,Direct,,Daily
Coimbatore (CJB),Mumbai (BOM),SW 0658,15:30,17:30,Direct,,Daily
Kanpur (KNU),Mumbai (BOM),SW 6077,15:30,17:40,Direct,,Daily
Hyderabad (HYD),Coimbatore (CJB),SW 6646,15:30,16:55,Direct,,Daily
Bagdogra (IXB),Delhi (DEL),SW 2241,15:30,17:50,Direct,,Daily
Rajahmundry (RJA),Hyderabad (HYD),SW 7312,15:30,16:40,Direct,,Daily
Hyderabad (HYD),Vijayawada (VGA),SW 7277,15:30,16:30,Direct,,Daily
Ahmedabad (AMD),Jaipur (JAI),SW 7261,15:30,17:10,Direct,,Daily
Chennai (MAA),Tiruchirappalli (TRZ),SW 7199,15:30,16:40,Direct,,Daily
Varanasi (VNS),Bengaluru (BLR),SW 0144,15:30,17:55,Direct,,Mon Tue Wed Thu Sat Sun
Varanasi (VNS),Kochi (COK),SW 0144,15:30,19:45,Via,BLR,Every Mon Tue Wed Thu Sat Sun
Delhi (DEL),Hyderabad (HYD),SW 2243,15:30,17:45,Direct,,Mon Tue Wed Thu Sat Sun
Tirupati (TIR),Hyderabad (HYD),SW 7694,15:30,16:50,Direct,,Mon Tue Wed Thu Sat Sun
Bengaluru (BLR),Kochi (COK),SW 0602,15:30,16:40,Direct,,Mon Wed Thu Fri Sat Sun
Jagdalpur (JGB),Hyderabad (HYD),SW 7105,15:30,16:45,Direct,,Wed Sat Sun
Ahmedabad (AMD),Bhopal (BHO),SW 7568,15:35,17:05,Direct,,Daily
Sharjah (SHJ),Amritsar (ATQ),SW 1428,15:35,20:05,Direct,,Daily
Bangkok (BKK),Mumbai (BOM),SW 1052,15:35,18:50,Direct,,Daily
Jodhpur (JDH),Mumbai (BOM),SW 5257,15:35,17:25,Direct,,Daily
Delhi (DEL),Jharsuguda (JRG),SW 0458,15:35,17:25,Direct,,Daily
Delhi (DEL),Raipur (RPR),SW 2092,15:35,17:25,Direct,,Daily
Madurai (IXM),Chennai (MAA),SW 7684,15:35,16:55,Direct,,Daily
Chennai (MAA),Rajahmundry (RJA),SW 7334,15:35,17:05,Direct,,Daily
